chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,symbol,tag,exh,max_evals
CHEMBL1200599,-10.04,2,0.0,0.0,25.62,0,,ACVR1,t2_other,1,0
CHEMBL1200600,-8.675,3,0.0,0.0,8.14,0,,ACVR1,t2_other,1,0
CHEMBL1200601,-7.675,2,0.0,0.0,14.05,0,,ACVR1,t2_other,1,0
CHEMBL1200606,-6.074,3,0.0,0.0,5.56,0,,ACVR1,t2_other,1,0
CHEMBL1200607,-6.904,2,0.0,0.0,8.66,0,,ACVR1,t2_other,1,0
CHEMBL1200609,-8.301,2,0.0,0.0,11.65,0,,ACVR1,t2_other,1,0
CHEMBL1200610,-8.013,2,0.0,0.0,14.92,0,,ACVR1,t2_other,1,0
CHEMBL1200612,-7.417,1,0.0,0.0,19.62,0,,ACVR1,t2_other,1,0
CHEMBL1200613,-7.884,3,0.0,0.0,7.74,0,,ACVR1,t2_other,1,0
CHEMBL1200614,-6.513,2,0.0,0.0,75.28,0,,ACVR1,t2_other,1,0
CHEMBL1200616,-6.545,3,0.0,0.0,6.18,0,,ACVR1,t2_other,1,0
CHEMBL1200617,-8.522,2,0.0,0.0,8.13,0,,ACVR1,t2_other,1,0
CHEMBL1200618,-8.996,1,0.0,0.0,59.88,0,,ACVR1,t2_other,1,0
CHEMBL1200621,-8.636,2,0.0,0.0,17.53,0,,ACVR1,t2_other,1,0
CHEMBL1200622,-9.218,2,0.0,0.0,25.98,0,,ACVR1,t2_other,1,0
CHEMBL1200623,-8.7,3,0.0,0.0,5.34,0,,ACVR1,t2_other,1,0
