,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
GPR3,-0.2228548174339029,-2.578262730519741,0.029194752314529927,1.4724245518003898,1.6952793692342927,0.06707564299740043,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
GABRQ,0.3492126256870395,2.5226362957228967,0.02921069511217559,1.2607082840240627,0.9114956583370232,0.06710333913763324,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
ANKRD16,0.16116390192411734,2.600634482129662,0.029215496664662888,2.787560550756832,2.626396648832715,0.0671054374414981,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
TRAPPC11,0.0740760849052533,2.47824379005779,0.02921942670447885,5.962687552747487,5.888611467842233,0.0671055336650167,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
F9,-0.05401583893625072,-2.5115074743059767,0.029225480410191917,0.019260276328099894,0.07327611526435061,0.06711050643952932,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
TMEM41B,-0.1292082646090762,-2.656575779153564,0.029249311911496042,6.168078957953256,6.297287222562332,0.06715562280030436,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
ALDH4A1,-0.16891440346856879,-2.544617929883116,0.029252909914403397,4.538054166168549,4.706968569637118,0.06715562280030436,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
SPINK8,0.16321975237918662,2.475014649812858,0.029263949519687124,0.3774443438045048,0.2142245914253182,0.06717203148826706,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
MEFV,0.3644888337765657,2.530567398556773,0.029279746735351542,2.374149123872605,2.0096602900960394,0.0671990222594686,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
SRP9,-0.14884296578276768,-2.4788257528262525,0.029283495359723237,4.908586237271369,5.057429203054137,0.0671990222594686,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
VMA21,-0.15030497592857817,-2.4952105172291756,0.029369793054007467,5.793683699261899,5.943988675190477,0.06738809602753455,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
SEPTIN2,0.12525745569409263,2.4691437968150876,0.029615610600552865,7.260295271277984,7.135037815583892,0.06794308432207123,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
IGSF3,-0.13289818715390478,-2.562200490162901,0.029626881140357463,7.034987156710428,7.167885343864333,0.06795990717722347,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
HSF2,0.10476606786029752,2.473698855278167,0.02964060448688081,5.421655356889689,5.316889289029391,0.06798235120785062,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
