,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
UGT1A6;MROH2A,0.31796959744664477,10.923827784854696,0.0017454455214736715,1.4496462812249262,1.1316766837782815,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
KIF5A,-0.08115699990247105,-7.617070677997957,0.0017488996391502136,6.21205356849399,6.293210568396461,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SPI1,0.4429971666772409,7.511971344311299,0.0018380227932250602,1.2172414142578878,0.7742442475806469,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
VAMP4,0.8081711028589251,12.549702981427,0.0018400255311334407,4.098548981530459,3.2903778786715336,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
TRIM37,-0.35518371328510234,-7.59242326213822,0.0018418105571538497,5.247640507517038,5.60282422080214,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
FAM171A2,0.44936732360411247,7.374775284091336,0.0018542108765012837,2.889881343449223,2.4405140198451107,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
CORO1C,0.1898029911731216,7.3710651242370355,0.001863533960721739,4.457003979463056,4.267200988289934,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ADRA1A,-0.4288174852622466,-7.772488167109942,0.0018885779666917284,0.7224631894644773,1.151280674726724,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
FBXO28,-0.20890795137947293,-7.351616571106436,0.001919461520558568,4.014063749404652,4.222971700784125,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ENTPD4,-0.3675399097888574,-7.524160906616277,0.002047683062368454,4.506600214696153,4.87414012448501,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RT1-DB1,0.9785172469475356,7.909900359086307,0.0020548959571058804,2.281203158610666,1.3026859116631304,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
IFI30,0.5832365349911948,7.100876127708688,0.002098023209703705,3.1397993599339187,2.556562824942724,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ENAH,-0.19214382069740488,-7.349965211488871,0.002109117525492883,3.0706472257421633,3.262791046439568,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
CACNA2D3,-0.3026038725821585,-18.729176829157627,0.002139317902675339,3.089035947365007,3.3916398199471653,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
IMPDH1,-0.36426755255457,-7.043445857103519,0.0021526447370540424,6.005258249239989,6.369525801794559,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
ATP6V0D1,0.14587316946423545,7.246285322400623,0.0021542189594476345,6.938290932608365,6.79241776314413,0.41579894093844305,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
