,symbol,K_ni,Z_NI,p_NI,FDR_NI,ni_consistency,Z_NI_RE,p_NI_RE,FDR_NI_RE,incision_Z,incision_agreement
48,CACNA2D1,5,8.711134575512329,3.0084823652924296e-18,1.3609579899614919e-15,1.0,3.6554745560056707,0.00025670666951053533,0.002998594773280438,1.0208913782329025,1.0
49,ANKRD1,3,9.541819326449454,1.4034821422766127e-21,1.7869566476124995e-18,1.0,4.264403984017786,2.004365112818323e-05,0.00039555420306811246,-0.059687111275832365,0.0
50,RHOC,5,7.885857453456024,3.1238303735254147e-15,4.0713102631962726e-13,1.0,3.619271963596455,0.000295433021811106,0.003349320121244812,,
51,TLE3,5,8.549737657919241,1.23368596262768e-17,4.003915696747717e-15,1.0,2.37080607764656,0.017749340963985633,0.07717023683632523,1.1324258187940979,1.0
52,FOSL1,3,7.85637071789451,3.954235978934085e-15,4.958372266917952e-13,1.0,2.726664322313196,0.00639780879247522,0.03594586935948738,,
53,PLSCR3,5,7.803270619022944,6.032299997849264e-15,7.081321245702199e-13,1.0,3.796447198670002,0.00014678460879149748,0.0019190986135204312,2.2475225523666507,1.0
54,PRDX6,5,7.824726776686631,5.0876063995838906e-15,6.191916259258276e-13,1.0,3.161470420909276,0.0015697476034995115,0.012267451526498543,,
55,CSK,5,8.315331115598052,9.149645241122689e-17,2.227131294574452e-14,1.0,3.2014393165542123,0.0013674287433784488,0.011021788309321075,1.403439640499869,1.0
56,DLGAP4,5,8.246810348890701,1.6267828591017896e-16,3.688562997788057e-14,0.8,2.2484364246928683,0.024548374737367644,0.09821723438552314,1.4986990689216197,1.0
57,CSF1,5,8.77086130457046,1.773047363085105e-18,8.631611751113134e-16,1.0,4.1962217856685085,2.7140448720874596e-05,0.0005008123826398175,0.6388976401918746,1.0
58,ESYT1,5,8.37606382689002,5.472724004464383e-17,1.4226821767938728e-14,0.8,2.506628475946487,0.012188875243503382,0.058529232094710754,1.2519692260897428,1.0
59,SEMA4F,5,8.203837967371237,2.3283186835355404e-16,5.0049780324519826e-14,1.0,6.388685477630997,1.673177954131711e-10,3.644005460103695e-08,1.4610637105185198,1.0
60,GADD45G,5,9.384445329004652,6.324846013400838e-21,6.5430532008631665e-18,1.0,3.5547990240077554,0.0003782681089385872,0.004068287029987976,-0.46465481681461146,0.0
61,TSLP,3,8.184176024728373,2.7417307747373257e-16,5.672640972931527e-14,1.0,4.208925172747563,2.5658833751084964e-05,0.0004778893405532984,1.7047831390346628,1.0
62,LNP1,3,7.98765860209406,1.3752566769785024e-15,2.0507431096710063e-13,1.0,4.054509680953523,5.023956999662725e-05,0.0008249656374842998,1.996302246697257,1.0
63,TPH2,3,8.763070551327726,1.9000266426085315e-18,8.985497425273262e-16,1.0,2.9298948620264524,0.0033907670802599847,0.02215711674396497,0.8320003950074109,1.0
64,JPT1,5,9.19607481497093,3.712641669877035e-20,3.2342971010423516e-17,1.0,7.169033225403064,7.552922653824593e-13,3.6769404637089607e-10,-0.19300698245529427,0.0
65,SRXN1,4,8.53682386394618,1.3796161511656377e-17,4.3914243334795454e-15,1.0,2.7503775642305173,0.005952663226090397,0.03388187129238248,1.0514822791641305,1.0
66,LCE1F,3,7.708512930505901,1.2729222503756369e-14,1.2692415113384062e-12,1.0,2.884064664952197,0.0039257813088686465,0.02470704647315355,,
67,TNFAIP1,5,7.427899336405825,1.1033587295897507e-13,7.807991372698943e-12,1.0,2.6238902880148958,0.008693178245811563,0.045177232754999366,2.6060187985708603,1.0
68,GFRA3,5,8.648658554551362,5.2108316238183505e-18,1.960220114487303e-15,1.0,6.672418825384053,2.5162123618793988e-11,7.858178681854303e-09,0.5989958663740532,1.0
69,RAB24,4,7.681066767646051,1.5776921955203753e-14,1.5182535593170495e-12,0.75,1.3675961154766583,0.1714385330524606,0.37088488088233185,,
70,ANKRD13B,5,7.217125827787325,5.309784255686171e-13,2.88155898361041e-11,1.0,5.35970120045072,8.335970914229654e-08,5.327296933294565e-06,2.890018212449813,1.0
71,PTPN5,5,7.971646934539905,1.5657358724261199e-15,2.3139339428926014e-13,1.0,2.5704131109413573,0.010157730443281488,0.051010544386284946,1.6598750339144077,1.0
72,SMAD1,5,7.7788515215087495,7.318589582176824e-15,8.184952348931811e-13,1.0,3.628629966827751,0.0002849292980748851,0.003243569285925377,1.965579858339124,1.0
73,TNFRSF1A,5,8.372290241874586,5.650905242497318e-17,1.4389812857510094e-14,1.0,5.149695024478759,2.6091035420911553e-07,1.270172994961553e-05,0.9966124168643199,1.0
74,GDPD5,5,7.790264024142137,6.6869316030675255e-15,7.580965198217376e-13,1.0,1.9795057327501835,0.04775909484027638,0.15800690341720058,1.927556713259869,1.0
75,TPRG1L,3,8.054018016503786,8.011941789054893e-16,1.300133926396437e-13,1.0,2.2588491597626916,0.023892769379720475,0.09612861418889969,1.7048927501165387,1.0
76,IL1R1,5,8.293787070304749,1.0969874725791146e-16,2.593905235161358e-14,1.0,2.474771473925832,0.01333214536564748,0.0624783890408259,1.0939967204639882,1.0
77,CCDC172,5,7.89772688503786,2.840356705358263e-15,3.7610867349671974e-13,0.8,2.316060108825054,0.020554986971097887,0.08600256429363302,1.7142364444788014,1.0
78,SPATA18,3,8.212298100326441,2.1699473432574797e-16,4.7259168981049747e-14,1.0,4.356397060498531,1.3222083187100932e-05,0.0002871256827715216,1.4369403456701118,1.0
79,VIP,3,6.970430732751054,3.1597206584487846e-12,1.3206994024910173e-10,1.0,1.9893347518668827,0.046664266297521295,0.1555663516126027,3.2778438895699247,1.0
80,STMN2,5,8.523033474040533,1.5542784162314315e-17,4.764151175085677e-15,0.8,3.172206737897742,0.0015128526810038435,0.011958327400179377,0.6593424955605706,1.0
81,CRLF1,5,8.146943643082537,3.7323751825847875e-16,7.183520235132953e-14,1.0,8.146943643082535,3.7323751825848663e-16,8.825467717449244e-13,1.2546076707095506,1.0
82,PDE6B,4,8.898386485859598,5.666440203533057e-19,3.47373771292145e-16,1.0,8.898386485859598,5.666440203533057e-19,9.379091824887916e-15,0.15510924552481795,1.0
83,SERINC2,5,8.680600775714096,3.936837264497531e-18,1.5893300098039788e-15,1.0,5.141307487825715,2.728331140550046e-07,1.3163602292328039e-05,0.34148631053691675,1.0
84,UCK2,5,8.220047134643075,2.034232150931967e-16,4.489414741630122e-14,1.0,5.643603625822887,1.6652721805547336e-08,1.4583907477535422e-06,1.0819804052087783,1.0
85,FAM210B,4,7.561457909272455,3.9857639896698547e-14,3.4182572827469136e-12,1.0,1.9358669389581287,0.05288399986478528,0.1694745335453874,,
86,GAP43,5,8.446858652628423,2.9924567001491965e-17,8.689674263310438e-15,1.0,3.922196364333978,8.774543419317109e-05,0.0012873386333884188,0.6796478178813269,1.0
87,RNF19B,5,7.815456195334961,5.476432075066933e-15,6.521288036439415e-13,1.0,2.533071235338507,0.011306797233192894,0.05533711052744199,1.677365086185143,1.0
88,HAMP,3,8.413978620010699,3.963329903878717e-17,1.13105235463794e-14,1.0,3.549136842368743,0.0003864961717977291,0.004132612813692514,0.971844210521113,1.0
89,PVR,5,8.128927045974173,4.331068633780876e-16,7.965316447371229e-14,1.0,2.537978971326219,0.01114946836238763,0.054761424431525235,1.1464438953704224,1.0
90,CLDN23,3,8.021961544740954,1.0406972491511561e-15,1.6230077740647352e-13,1.0,3.956648780009806,7.600855604086314e-05,0.0011403728639706936,1.5298614798700838,1.0
91,RAB31,5,8.405350883399423,4.265842540474411e-17,1.1768037621655409e-14,1.0,3.426820622307545,0.0006106923375896703,0.005883690088349373,0.6435269900155862,1.0
92,CD44,5,8.126488607165985,4.419050171907645e-16,8.037815213781905e-14,0.8,2.492165005998001,0.012696703738435981,0.06026954663421559,1.0745111741149285,1.0
93,RHOU,4,7.473820793676159,7.789921048990944e-14,5.96938764828232e-12,1.0,1.9808883221222566,0.04760379897233492,0.1576822254532895,,
94,PAPPA2,5,7.766390119783366,8.075457098287532e-15,8.736272280448055e-13,1.0,5.264353466441591,1.4068355447713103e-07,7.86571512501653e-06,1.6322747568297409,1.0
95,SLC38A7,5,7.518679473299443,5.5332251331349e-14,4.533957544735092e-12,1.0,3.121654445424933,0.001798378898370701,0.013573537403480091,2.0177222308572293,1.0
96,ADGRD1,5,7.90164727904813,2.752413735911599e-15,3.703898549334048e-13,1.0,3.9757710974054925,7.015157778705862e-05,0.0010841726568920581,1.3908576165874216,1.0
97,PTPRH,3,7.253789035348316,4.0527119470022174e-13,2.321124157328052e-11,1.0,7.253789035348315,4.052711947002261e-13,2.41226358533954e-10,2.5745889657890526,1.0
98,RIPOR1,5,7.429320416584232,1.0915703491426443e-13,7.787789835779762e-12,1.0,2.8343074366958643,0.004592512649270736,0.027732677625220442,2.157716476172525,1.0
99,MDGA1,5,7.450862131805906,9.273222982779794e-14,6.795713852793849e-12,1.0,3.82400206793157,0.0001313028123464331,0.0017569314065951176,2.108447576250042,1.0
100,MYADM,5,7.450782445945037,9.278826309397111e-14,6.795713852793849e-12,1.0,2.3333005406819325,0.01963237709362344,0.08345020689616209,2.0949778227496254,1.0
101,HS2ST1,5,8.099928740162392,5.499138961880045e-16,9.581236641793528e-14,1.0,2.191347180207996,0.028426678292114854,0.10937200815692354,1.0327610495417352,1.0
102,GGT5,4,8.062335329299616,7.485053796773384e-16,1.2389261044419305e-13,1.0,2.7796388901365883,0.005441937635021986,0.031620066487224985,1.2643196473595615,1.0
103,ITGB1,5,7.92232587879739,2.3310839729170125e-15,3.2698391457391857e-13,1.0,2.6391470268766253,0.00831149255756204,0.04354916898156597,1.3157517505329643,1.0
104,ARHGAP33,5,7.51034916660726,5.896986426614676e-14,4.808222627257444e-12,1.0,7.51034916660726,5.896986426614676e-14,6.507127955555074e-11,1.9700098754081388,1.0
105,TUBB3,5,8.138802363280295,3.9920700882753623e-16,7.508720920583386e-14,1.0,2.903991392757436,0.0036843828883822726,0.023618863504455218,0.9457674864280896,1.0
106,RAB11FIP5,5,7.508891540597024,5.963010209082133e-14,4.8382227931729145e-12,1.0,6.073646615814853,1.2503773004138423e-09,1.8645265834639564e-07,1.9662241474472122,1.0
107,CBLN2,5,7.918669575488881,2.400653727937061e-15,3.3113017087345197e-13,0.8,2.5260967945336645,0.011533769849526471,0.05616562475709389,1.294028249059323,1.0
108,FAM171A2,5,7.705476676345923,1.303557843354124e-14,1.2920053546824827e-12,1.0,4.273219865376811,1.926703036886731e-05,0.00038376400320757123,1.6401884091332222,1.0
109,CDKN1A,5,8.049595854095804,8.306787879492242e-16,1.3348927473918017e-13,0.8,2.4589907042442687,0.013932822532493156,0.06465267130861417,1.0597874754815158,1.0
110,GADD45A,5,7.7544980774921,8.869356817275382e-15,9.432972287920767e-13,1.0,2.276260877713286,0.02283040017936731,0.09271069277941309,1.5391093003612906,1.0
111,KLC4,5,6.878118011059696,6.064842157998634e-12,2.329124533623976e-10,1.0,1.939337828303607,0.052460215536120666,0.16847525951763082,2.947986592164084,1.0
112,GPR88,3,7.263477088140779,3.772643653499365e-13,2.1833845368084435e-11,1.0,1.9674431974097746,0.0491321384113759,0.16120724256088131,2.4534971321279673,1.0
113,STMN4,5,8.087980885653813,6.066192252052634e-16,1.0351300428451052e-13,1.0,3.5948526533962566,0.00032457522175724756,0.0036104630850308885,0.9490493895827008,1.0
114,WDR1,5,7.966577854153433,1.6312873142019526e-15,2.389475011032807e-13,1.0,2.6966184170457383,0.0070047487074095,0.0384807834732964,1.1089401674386097,1.0
115,GFAP,5,7.4158410556990155,1.2085537024908538e-13,8.47626308628331e-12,0.8,2.6941567397587094,0.00705669712988835,0.03871476662045475,2.0002675840581694,1.0
116,TFE3,5,6.995016755773491,2.652272291646125e-12,1.1285452691857754e-10,1.0,3.281962293358675,0.0010308738919758366,0.008905545229636769,2.6514834088127537,1.0
117,STAT3,5,7.787210058876262,6.850500896078391e-15,7.713570804890444e-13,1.0,3.2869309769571298,0.0010128565618354088,0.008772790063579115,1.3332187188618212,1.0
118,SCUBE1,5,7.492063373485876,6.77991692901014e-14,5.318539573885111e-12,1.0,4.669180650927444,3.0240337843647937e-06,9.026728100224337e-05,1.8109507686741904,1.0
119,ATG12,5,7.3237175726189925,2.411940341720207e-13,1.520771839304415e-11,0.8,2.346716801675491,0.018939644068394376,0.08128026079664691,,
120,ATP6V0A1,5,7.7964669482593205,6.3664487352226e-15,7.369053109468844e-13,1.0,4.1787415098694565,2.9312661376902568e-05,0.0005296759509939861,1.2924183902913424,1.0
121,GPRIN1,5,7.767095136815523,8.030652650012018e-15,8.736272280448055e-13,1.0,2.8151421935223913,0.004875565598341523,0.02907073551287784,1.3285075461544467,1.0
122,TXNRD1,5,7.935432999174948,2.097622071705513e-15,2.993089700937039e-13,1.0,2.9453736747317603,0.003225648363419185,0.021390597640750943,1.0354782492214176,1.0
123,PLCD1,5,7.899966455513343,2.7897849812765876e-15,3.7239129846846837e-13,1.0,3.9071577065853402,9.338820279187207e-05,0.0013476560877167102,1.0685010580866896,1.0
124,PCDH7,5,-7.288431980252529,3.135831414719879e-13,1.8670604883612746e-11,1.0,-2.5167438969522213,0.011844488975074988,0.057207464696656316,,
125,WDR81,5,7.206167601417395,5.754856372597393e-13,3.092674762312729e-11,1.0,5.234877030073784,1.6509474147030975e-07,8.901134074321064e-06,2.169800979219369,1.0
126,FAM53C,5,7.483476334657006,7.238194196619173e-14,5.624722551288288e-12,1.0,7.483476334657006,7.238194196619173e-14,7.047446490731797e-11,1.7159642696209882,1.0
127,KLF6,5,7.752632461406183,9.000684784530568e-15,9.456923301314726e-13,1.0,4.530427581099259,5.886443019459691e-06,0.00015152784581352535,1.270299070873151,1.0
128,CRISP3,3,6.746212803050799,1.5175400216452047e-11,5.003649888101879e-10,1.0,2.673037856835425,0.007516776724720934,0.04065937527698722,2.9442439255029207,1.0
129,PARP3,5,8.706845667602593,3.1244806439425258e-18,1.3609579899614919e-15,1.0,2.892744572990882,0.0038189172777204025,0.02420939057097974,-0.34042229298432186,0.0
130,RASD1,5,8.57588084468952,9.833130780147704e-18,3.4050276805254607e-15,1.0,2.5444719128165154,0.010944311308557986,0.05401020893835772,-0.13200515552927386,0.0
131,IGSF9B,5,7.239079139059162,4.5174138900187746e-13,2.517583660188241e-11,1.0,7.23907913905916,4.5174138900188074e-13,2.4924078235863766e-10,2.044234263930314,1.0
132,DRD2,3,7.3752321611362275,1.6405890878551336e-13,1.0991577604191798e-11,1.0,3.376289022659415,0.0007347069541436647,0.006839634142286804,1.9722956038477233,1.0
133,FLNC,5,8.196938668637898,2.46586174076453e-16,5.174760863278208e-14,1.0,4.004354325016479,6.21870977925904e-05,0.0009887808286867977,0.46117664110017453,1.0
134,RAB15,5,7.754196918366243,8.890428207561864e-15,9.432972287920767e-13,0.8,2.0767035536675387,0.03782892841829307,0.13448119054544394,1.1610250016647963,1.0
135,SCUBE2,4,7.335987760743255,2.2009213512031853e-13,1.4174961169305496e-11,0.75,2.12962504118096,0.03320258197952806,0.12212647487225521,1.9156417513254989,1.0
136,GCH1,5,8.133317916171698,4.176972990154692e-16,7.768231116071962e-14,1.0,2.5848005102483502,0.009743535415281395,0.049402747445650826,0.5367149759309756,1.0
137,BOK,3,7.362493872593173,1.8050571520608056e-13,1.1856073801948594e-11,1.0,1.906794637920852,0.0565471859870222,0.17736763738055553,1.9558056740387082,1.0
138,DHCR24,5,7.198066138622208,6.107252146632339e-13,3.260878630034144e-11,0.8,2.077980395641776,0.037711164829093695,0.13412015475959582,2.0475260272485167,1.0
139,CAPN5,5,7.555361826925325,4.1769703603754055e-14,3.536537405885175e-12,1.0,2.663275917620681,0.007738393290189949,0.04146516210398965,1.4448589671296015,1.0
140,BCL3,5,8.271360402585056,1.3243903652047653e-16,3.087508355615391e-14,1.0,8.271360402585056,1.3243903652047653e-16,3.6535515541448796e-13,0.2758549222301744,1.0
141,CARHSP1,5,8.228753925765565,1.8917093645326252e-16,4.23129370293838e-14,1.0,2.9131073698188192,0.0035785153580348895,0.02308323702501695,0.33442879311828166,1.0
142,ITPKC,5,7.427842070684936,1.1038363830422623e-13,7.807991372698943e-12,1.0,1.5421705449005552,0.12303215578458004,0.2999279017892891,1.6233146194795063,1.0
143,RUBCN,5,7.015378400022741,2.2932744224275322e-12,1.0068508816981569e-10,1.0,3.122697399713131,0.0017920188853481867,0.01353788068931227,2.2580812268334545,1.0
144,MYRF,5,7.05906435003927,1.676274381093878e-12,7.685787688605503e-11,1.0,4.540627442798384,5.608706387689503e-06,0.00014689131033075422,2.1834734637862576,1.0
145,RNH1,5,8.709060676393708,3.064032385441157e-18,1.3609579899614919e-15,1.0,3.956719782853501,7.598597730423504e-05,0.0011403728639706936,-0.5140378584986851,0.0
146,GFRA1,4,7.495722737114235,6.593403466193703e-14,5.221723166145367e-12,0.75,1.4564856736004217,0.14525840717874355,0.33397932429817523,1.5972352169635693,1.0
147,IL6,3,7.766934620104218,8.040832067856605e-15,8.736272280448055e-13,1.0,5.478642102656445,4.2860229857215175e-08,3.1252093594565003e-06,1.2427021961654259,1.0
148,HS6ST1,5,7.323766283785452,2.4110645526797136e-13,1.520771839304415e-11,0.6,2.019383362909897,0.043447389393558584,0.14788015406995306,1.7283289496071872,1.0
149,CYP1B1,5,8.091946933916073,5.871849270968901e-16,1.0124046784695547e-13,1.0,7.612397346697885,2.6905787594461263e-14,3.181032830453734e-11,0.4657707703445891,1.0
150,CACNB1,5,7.822415111148221,5.181939823372531e-15,6.260691091712565e-13,1.0,2.5810069834875873,0.00985125889538434,0.04980392096408112,0.8901992606108892,1.0
151,ABCD2,5,-8.61249966089559,7.148450915438572e-18,2.6293591011630945e-15,1.0,-4.313867013175617,1.604234693002235e-05,0.0003298545669387949,0.39712922643738313,0.0
152,SLC4A8,5,7.329131986553848,2.31648162974971e-13,1.4804016963558764e-11,1.0,3.2082202222624163,0.0013355918610001584,0.010836625727095402,1.683304289666922,1.0
153,MAGED1,5,8.01982086238604,1.058994922661862e-15,1.6230077740647352e-13,1.0,2.5370918945417857,0.0111777608788578,0.05488409910022376,0.5551881679872878,1.0
154,SLC14A1,5,7.555025440380596,4.187779915137109e-14,3.536537405885175e-12,0.8,2.5881175900518643,0.00965020312448237,0.04905717509718433,1.2893242709391806,1.0
155,PRR18,3,7.108351928576292,1.1743679753755544e-12,5.7012888724869103e-11,1.0,2.597718111704182,0.009384549884096295,0.04800156665066807,,
156,MAFK,5,7.099140480682307,1.25535157075555e-12,6.040284650914495e-11,1.0,3.6322646963808167,0.00028094472001418964,0.003209811848127075,,
157,KCTD13,5,7.474259073243682,7.764004916920147e-14,5.96938764828232e-12,1.0,3.9055206719954314,9.40227199285124e-05,0.0013544508792486835,1.388905424038209,1.0
158,GAS7,5,7.130337426219165,1.0012317143483833e-12,4.9322581356828695e-11,1.0,3.657275742525342,0.0002549101133150556,0.002983926588112306,1.9421614880424387,1.0
159,OS9,5,7.2303449133824005,4.817688759292177e-13,2.6404763027749706e-11,1.0,2.8048403797774015,0.005034150304787441,0.029769651963144593,1.7755990613565529,1.0
160,NBEAL2,5,7.501343109504917,6.316720434488953e-14,5.026651761137555e-12,1.0,7.501343109504916,6.316720434488953e-14,6.534647289478822e-11,1.3282586434237649,1.0
161,ARRB1,5,7.045559867586953,1.847172688187567e-12,8.3899164179857e-11,0.8,2.422437007847294,0.01541679833941981,0.06960688655594018,2.0648373313691013,1.0
162,TNFRSF21,5,7.674496722726991,1.6606936869490887e-14,1.5888902836058565e-12,1.0,2.091410505163122,0.03649128128573071,0.13087837222999235,1.0367136426842718,1.0
163,CLDN4,3,6.848870145495696,7.443552342676876e-12,2.7101987889390023e-10,0.6666666666666666,1.1369508000576913,0.2555588538293222,0.4751218857219972,2.498591400716262,1.0
164,CRMP1,5,7.610544293034007,2.7294400627474914e-14,2.4822907647580483e-12,1.0,2.7147768179284415,0.006632044805380116,0.03696080997261,1.1258653984901645,1.0
165,PRAG1,5,6.609625882866224,3.852924706565557e-11,1.0976524912749243e-09,1.0,6.256863031768054,3.9279809696060926e-10,7.305161911114612e-08,2.7346733341110236,1.0
166,CHODL,5,-6.174142056544506,6.652370873940027e-10,1.2541007141851405e-08,1.0,-3.2182901703570272,0.0012895728589411568,0.010535542922603173,-3.441496464035189,1.0
167,SEZ6,5,7.387525864701033,1.4958604102986193e-13,1.010591082092357e-11,1.0,3.0020295023516677,0.0026818618337848847,0.01862785441578154,1.452189611812173,1.0
168,C2CD2,5,7.323469640540576,2.4164028137811816e-13,1.520771839304415e-11,0.8,2.4136995183302545,0.015791479411613612,0.07087325575407498,1.5369736724342866,1.0
169,TRIM15,3,7.8507276300322015,4.1363038702879996e-15,5.109261317985594e-13,0.6666666666666666,2.005968907065259,0.044859565467450395,0.15129832221600498,0.9193476694450443,1.0
170,CSRP3,3,7.658174531673811,1.885944789376861e-14,1.7837804659294744e-12,0.6666666666666666,1.609476623473192,0.10751216252806244,0.2752577438769512,1.2023790237161958,1.0
171,C1QC,5,7.032586012143942,2.0274024538030414e-12,9.094191169470988e-11,1.0,4.976549271533195,6.472780566920629e-07,2.7421550696049712e-05,,
172,FPGS,4,7.791057885287943,6.6450460554532314e-15,7.580965198217376e-13,1.0,2.425072903316072,0.015305312870839204,0.06919790730350464,0.934641918809448,1.0
173,PPM1F,5,7.152101261614262,8.545948685217823e-13,4.352385927314628e-11,1.0,2.0283871510149014,0.04252075044392261,0.1456881169603801,1.779188755264788,1.0
174,MMP16,5,8.411141465090244,4.0603964859037617e-17,1.1391132649945605e-14,1.0,4.111020629538037,3.93913999990464e-05,0.0006756543552168041,-0.28392149854861903,0.0
175,CSNK1E,5,6.795344854295372,1.0805374375250113e-11,3.6952594351061953e-10,0.8,1.6369935339750432,0.10163182062850042,0.2649566695610236,2.337031526645866,1.0
176,RAB11FIP4,5,7.281194144298577,3.3087809919088687e-13,1.9420901765275035e-11,0.8,2.425447562260151,0.015289524380623344,0.06916826722800933,1.5301567003426424,1.0
177,NAP1L5,5,-6.997366666560773,2.608180707434913e-12,1.1155195625184155e-10,1.0,-6.997366666560772,2.6081807074349416e-12,1.1360686070911356e-09,,
178,MMP19,5,7.392690324118444,1.438873246367211e-13,9.760749989291015e-12,0.8,1.5494115202665022,0.12128282616323888,0.29709535868786885,1.3332769825706787,1.0
179,CEP170B,5,7.163072235735156,7.888875245857708e-13,4.055175871721639e-11,1.0,2.873533473467735,0.004059080616446175,0.0253586883769601,1.6970127830166237,1.0
180,JUP,5,7.010329683506299,2.3775720804663277e-12,1.03562034410207e-10,0.6,1.4028063740300003,0.16067458576457994,0.35654722396773386,1.942923805143843,1.0
181,PPP1R13L,5,6.867061429940916,6.553785362970538e-12,2.4710308730726274e-10,1.0,2.4500548297208504,0.014283446263440618,0.06592850043292502,2.1749158979282344,1.0
182,GET1,3,8.123893849393292,4.514606442551993e-16,8.122365851860933e-14,1.0,2.835509150639859,0.004575270435647407,0.02766850350705638,0.42585394702325974,1.0
183,SHISA7,5,7.728464957351913,1.0885113798501812e-14,1.0986000219073292e-12,1.0,2.243059182600327,0.024892998341677866,0.09916459892935067,0.7664181070209555,1.0
184,PROKR2,5,6.9857648299329,2.8330829656656695e-12,1.1901824682156894e-10,0.8,1.8381185744170563,0.06604493472794043,0.19825458099689336,,
185,PHACTR2,5,7.367229264421642,1.74210744457563e-13,1.1580466836391897e-11,1.0,2.3769021866480813,0.01745871703756219,0.07616804192160255,1.3344604934415072,1.0
186,PADI3,3,7.873710863846483,3.4427406548977572e-15,4.421527191554421e-13,1.0,4.745801901803032,2.0768189437024202e-06,6.725497650975005e-05,0.7635299232291101,1.0
187,MMP3,3,6.632287305521215,3.305244249151854e-11,9.758504353650487e-10,0.6666666666666666,1.443200520651027,0.14896399291825466,0.3392009919910512,2.6181130743534298,1.0
188,LRRK2,5,-8.575398668220153,9.874415699928837e-18,3.4050276805254607e-15,1.0,-2.9743712143283045,0.00293589666405743,0.01985899533448246,0.6477141902847469,0.0
189,PEX5,5,6.427127447905031,1.300377930753096e-10,3.1284673706141346e-09,0.8,3.1634047446331426,0.0015593537214787113,0.01219814920584372,2.8368093566640766,1.0
190,RUNDC3A,5,7.524041894756238,5.310831507953183e-14,4.3733772696338844e-12,1.0,3.265603610709045,0.0010923103644926138,0.00930515756720625,1.0231967123323722,1.0
191,MAP6,5,7.242907835053835,4.391653654158711e-13,2.4557652460687494e-11,1.0,1.9314159287288741,0.05343163687545377,0.1706348550188136,1.4801183830352884,1.0
192,SLC29A4,5,7.506261612200921,6.083977416906746e-14,4.888446320613614e-12,0.8,2.2974215216380407,0.0215947352136949,0.08909173909697855,1.0508525315938544,1.0
193,ACVR1,5,8.020726041874049,1.051219467057173e-15,1.6230077740647352e-13,1.0,3.088445212036917,0.0020120678994488893,0.01484699070740834,0.21279826465859078,1.0
194,FAM214B,4,6.945698560275622,3.765921279654642e-12,1.5467376928249042e-10,1.0,2.649896595697941,0.008051640977548784,0.042633001106969756,,
195,SSH1,5,7.070571934566779,1.5429642433547451e-12,7.173916897754983e-11,1.0,2.2294632566890957,0.025783097439106388,0.10168258966216082,1.7540092628240591,1.0
196,YDJC,5,7.858126655055734,3.899209357512495e-15,4.926695670652429e-13,0.8,2.3560472165672146,0.018470569776621155,0.07982372609468233,0.46751042563544803,1.0
197,CERS6,5,7.288762214096424,3.1281558872790494e-13,1.8670604883612746e-11,1.0,3.1970336088169105,0.0013884874762325067,0.011161847841962336,1.3771296340629742,1.0
198,TSPYL4,5,-6.927806526401501,4.274157236397203e-12,1.7382272869004058e-10,1.0,-3.1314628619132847,0.0017393778367462674,0.013230782147897158,,
199,TNS3,5,7.287557226347445,3.1562525654753357e-13,1.872483600851174e-11,1.0,3.0697495702097637,0.002142383277838294,0.015552950883675193,1.370749796855126,1.0
200,NFIL3,5,8.042352488250327,8.81299467897214e-16,1.3892636945366367e-13,1.0,3.563764975160551,0.0003655733017000709,0.003965248551598672,0.12924703737011894,1.0
201,SERPINE1,5,7.644530610167431,2.097089191524102e-14,1.9722170623924396e-12,1.0,4.325026915977377,1.5251323932427066e-05,0.0003190880222165682,0.7757226562169139,1.0
202,SPATA2L,5,6.503736448953107,7.834911427676181e-11,2.039048018095851e-09,0.6,1.1990071276423686,0.2305251741170149,0.4457538179888821,2.62673824878768,1.0
203,ARRDC4,5,7.45857756899653,8.74615242156456e-14,6.550511985598941e-12,0.8,2.4497042710480366,0.014297358681922053,0.06597431862368938,1.0341846814584372,1.0
204,DPYSL3,5,7.412230732059878,1.2419243757233452e-13,8.600975843921679e-12,1.0,2.2789240320861883,0.022671581567811287,0.09228002214582129,1.1063572272882194,1.0
205,NDEL1,5,7.604887940859172,2.851508604587811e-14,2.5791349957998606e-12,1.0,4.329416772969213,1.4950475785410567e-05,0.0003152360193632047,0.7881373761645504,1.0
206,CACNG2,5,-6.8875491128242485,5.676177999522611e-12,2.1957341331177954e-10,1.0,-3.499053864705469,0.0004669122468459469,0.004755896313719454,,
207,TMPRSS11F,3,7.306810276943598,2.735583749769661e-13,1.6708259124054402e-11,1.0,7.306810276943597,2.735583749769661e-13,1.8111752890474972e-10,1.4649591882010757,1.0
208,PLIN2,5,7.692161507888442,1.4466983254712348e-14,1.4085735695999929e-12,1.0,5.750774672955862,8.883544841958779e-09,8.864243074718805e-07,0.6342925556358734,1.0
209,MEGF11,5,6.158542086427337,7.341767452756079e-10,1.3715681137473885e-08,0.6,1.2312683320501516,0.21822252189754088,0.43138736395543525,3.1207949720934263,1.0
210,TMEM43,5,8.110805567914813,5.028526333360552e-16,8.949695469869233e-14,1.0,2.8006014069790925,0.0051007478575209675,0.030066801473535274,-0.061884892991604566,0.0
211,MAN1A1,2,7.235201798195299,4.648374361265819e-13,2.5732405494204628e-11,1.0,3.831475841793843,0.0001273768833143321,0.0017196918210594001,1.8071455172976325,1.0
