symbol,K,meta_Z,meta_p,consistency,n_up,n_dn,lfc_GSE267799_SMIR_DRG,lfc_GSE212311_CCI_DRG,lfc_GSE278227_CCI_DRG,lfc_GSE241361_S1R_DRG,lfc_GSE265957_Xtail_DRG_Day4,lfc_GSE265957_Xtail_DRG_Day63,meta_FDR,incision_lfc,concordant_incision
PTPN2,6,4.230344721017956,2.3333346491965428e-05,0.5,3,3,-0.04384071118582478,0.23694256472842734,0.6824235951110404,0.1430245066493918,-0.368678165079498,-0.471588337437731,0.0001694662356889038,-0.04384071118582478,False
DGKA,6,4.229734543677084,2.3396723185275188e-05,0.8333333333333334,5,1,0.03811986081064056,0.15631192235384095,0.3485210709804374,-1.012317979854842,0.122005813246497,0.0131926473330008,0.00016985200094854163,0.03811986081064056,True
LRRC59,6,4.228539960611182,2.35212743366907e-05,0.6666666666666666,4,2,0.1460945805269267,0.061411533975859633,0.18313280244548746,-1.7382493765765794,0.260054214965845,-0.187942909631001,0.0001706813383695329,0.1460945805269267,True
ABI3,6,4.227055709936848,2.3676906225978978e-05,0.6666666666666666,4,2,-0.25936241786431147,0.40638677356871644,0.8294887804969109,-0.10643392256040496,0.187977583838056,0.0377077578769869,0.00017173538643838916,-0.25936241786431147,False
MYH9,5,4.22620076519094,2.376699613428351e-05,0.8,4,1,0.19158032256553348,,0.1918883723499505,-1.7605536325785804,0.271701078033839,0.126222038733815,0.00017231332457935203,0.19158032256553348,True
TUBA1A,5,4.225935594159027,2.3795004769615833e-05,0.8,4,1,,0.2933691523147699,0.4481187360320771,-2.5960365906773752,0.238796999376956,0.143149907655543,0.0001724408576824349,,False
PTAFR,6,4.225598464425588,2.3830659375477796e-05,1.0,6,0,0.0842086020180779,0.4216257497528082,0.3627868403450667,0.7874287574822025,0.0484873051829844,0.207548735601166,0.00017262366476276082,0.0842086020180779,True
OPCML,6,-4.22432846404615,2.396543069328245e-05,0.8333333333333334,1,5,0.5723148524296633,-0.09349785706406788,-0.7366006949231094,-0.3200502123729585,-0.489807629735039,-0.370569767532739,0.0001734677210612932,0.5723148524296633,False
MEDAG,6,4.224302988905142,2.3968141497533683e-05,0.5,3,3,0.21516948344529574,0.37378381095569413,1.1489422983250162,-0.8617916872339175,-0.439635066487372,-0.214130482288476,0.0001734677210612932,0.21516948344529574,True
SEMA3E,6,-4.222857345412789,2.412245102490989e-05,0.8333333333333334,1,5,0.501130477803382,-0.03726474588926432,-0.4618800910081231,-0.5798917966609451,-0.449253479195218,-0.0993808144853647,0.00017450822087600897,0.501130477803382,False
PPP1R1A,6,-4.222499700952824,2.416077196269591e-05,0.8333333333333334,1,5,-0.19174423724070433,-0.13327252938006007,-0.5210167908754659,-0.11435319416089396,-0.21136984909912,0.182910089939811,0.0001747090858569431,-0.19174423724070433,True
RMND5B,6,4.221356996527644,2.428359914991282e-05,0.6666666666666666,4,2,0.0710452610650929,-0.04567208505546638,0.23977199496509005,0.6945888025131408,0.4389154770045,-0.0742352112942568,0.00017545408585052495,0.0710452610650929,True
MAL2,6,-4.221344000893469,2.428499943714069e-05,0.8333333333333334,1,5,0.1618916091013487,-0.41727669584324567,-0.3201939477788813,-0.6417832693919205,-0.422952180656581,-0.377423150724426,0.00017545408585052495,0.1618916091013487,False
APLF,6,4.221059715383683,2.431565059592656e-05,0.5,3,3,0.12103080903629504,0.05556876342509076,0.4297700494391723,-0.6443458724323512,-0.191569711857457,-0.278999182970134,0.00017559888685156038,0.12103080903629504,True
SLC66A3,4,-4.220498811844698,2.4376234200001997e-05,0.75,1,3,0.12673370338216916,-0.0440079397414328,-0.37112083646774696,-0.23454045378485056,,,0.00017590191021442467,0.12673370338216916,False
VKORC1,5,4.2204744802866605,2.4378865516668087e-05,0.8,4,1,,0.15961985312074445,0.4190653113875298,-0.9865367748830907,0.359188131327377,0.341597165256901,0.00017590191021442467,,False
TULP1,4,4.219838825802205,2.444770367881362e-05,1.0,4,0,0.008964327795155479,0.009260782221685238,0.28970421271633007,0.09345752115175715,,,0.0001763217391249338,0.008964327795155479,True
SRGAP3,6,-4.219659114722227,2.4467198984704e-05,0.5,3,3,0.8228406137356368,-0.15227583333053163,-0.587219756455438,-2.006614073994916,0.0003164662722205,0.009925440193062,0.00017638548675732605,0.8228406137356368,False
